area,gender,age,State,Area (sq km),Eligible participants,Participation rate (%),Total participants,Total Paticipants
Lingiari,Female,60-64 years,NT,1 348 158,2290,62.7,1435,1435
Lingiari,Female,65-69 years,NT,1 348 158,1474,63.8,940,940
Lingiari,Female,70-74 years,NT,1 348 158,848,65,551,551
Lingiari,Female,75-79 years,NT,1 348 158,513,62.4,320,320
Lingiari,Female,80-84 years,NT,1 348 158,276,58,160,160
Lingiari,Female,85 years and over,NT,1 348 158,245,49.4,121,121
Lingiari,Female,Total for Gender,NT,1 348 158,35104,51.6,18126,18126
Lingiari,Male,18-19 years,NT,1 348 158,572,51,292,292
Lingiari,Male,20-24 years,NT,1 348 158,2910,36.4,1058,1058
Lingiari,Male,25-29 years,NT,1 348 158,3789,38.7,1465,1465
Lingiari,Male,30-34 years,NT,1 348 158,3996,41.4,1653,1653
Lingiari,Male,35-39 years,NT,1 348 158,3607,42,1515,1515
Lingiari,Male,40-44 years,NT,1 348 158,3506,43.2,1516,1516
Lingiari,Male,45-49 years,NT,1 348 158,3645,46.9,1710,1710
Lingiari,Male,50-54 years,NT,1 348 158,3331,51.9,1730,1730
Lingiari,Male,55-59 years,NT,1 348 158,2960,59.2,1753,1753
Lingiari,Male,60-64 years,NT,1 348 158,2456,64.1,1574,1574
Lingiari,Male,65-69 years,NT,1 348 158,1715,66.3,1137,1137
Lingiari,Male,70-74 years,NT,1 348 158,1047,64.9,680,680
Lingiari,Male,75-79 years,NT,1 348 158,569,70.1,399,399
Lingiari,Male,80-84 years,NT,1 348 158,215,61.4,132,132
Lingiari,Male,85 years and over,NT,1 348 158,158,61.4,97,97
Lingiari,Male,Total for Gender,NT,1 348 158,34536,48.4,16728,16728
Longman,Female,18-19 years,Qld,1 239,1588,77.3,1228,1228
Longman,Female,20-24 years,Qld,1 239,4629,67.7,3136,3136
Longman,Female,25-29 years,Qld,1 239,4383,70.2,3077,3077
Longman,Female,30-34 years,Qld,1 239,4309,71.8,3094,3094
Longman,Female,35-39 years,Qld,1 239,4238,72.1,3055,3055
Longman,Female,40-44 years,Qld,1 239,4499,76.2,3430,3430
Longman,Female,45-49 years,Qld,1 239,4863,79.2,3852,3852
Longman,Female,50-54 years,Qld,1 239,4702,81.6,3839,3839
Longman,Female,55-59 years,Qld,1 239,4723,84.4,3986,3986
Longman,Female,60-64 years,Qld,1 239,4543,88,3998,3998
Longman,Female,65-69 years,Qld,1 239,4646,89.6,4162,4162
Longman,Female,70-74 years,Qld,1 239,3840,90.3,3466,3466
Longman,Female,75-79 years,Qld,1 239,2452,89.6,2196,2196
Longman,Female,80-84 years,Qld,1 239,1463,85.7,1254,1254
Longman,Female,85 years and over,Qld,1 239,1368,80,1094,1094
Longman,Female,Total for Gender,Qld,1 239,56246,79.8,44867,44867
Longman,Male,18-19 years,Qld,1 239,1385,70.3,973,973
Longman,Male,20-24 years,Qld,1 239,4212,62.5,2633,2633
Longman,Male,25-29 years,Qld,1 239,4083,62.9,2567,2567
Longman,Male,30-34 years,Qld,1 239,3960,65.3,2584,2584
Longman,Male,35-39 years,Qld,1 239,3968,65.8,2611,2611
Longman,Male,40-44 years,Qld,1 239,4252,68.5,2914,2914
Longman,Male,45-49 years,Qld,1 239,4429,73.7,3263,3263
Longman,Male,50-54 years,Qld,1 239,4338,76.2,3305,3305
Longman,Male,55-59 years,Qld,1 239,4289,81.3,3489,3489
Longman,Male,60-64 years,Qld,1 239,4163,84.7,3528,3528
Longman,Male,65-69 years,Qld,1 239,4398,88.3,3883,3883
Longman,Male,70-74 years,Qld,1 239,3768,89.7,3379,3379
Longman,Male,75-79 years,Qld,1 239,2409,89.5,2155,2155
Longman,Male,80-84 years,Qld,1 239,1347,90.5,1219,1219
Longman,Male,85 years and over,Qld,1 239,1052,83.1,874,874
Longman,Male,Total for Gender,Qld,1 239,52053,75.6,39377,39377
Lyne,Female,18-19 years,NSW,16 099,1336,76.6,1023,1023
Lyne,Female,20-24 years,NSW,16 099,3053,70.9,2165,2165
Lyne,Female,25-29 years,NSW,16 099,2847,69.2,1971,1971
Lyne,Female,30-34 years,NSW,16 099,2993,72.4,2167,2167
Lyne,Female,35-39 years,NSW,16 099,3101,70.5,2186,2186
Lyne,Female,40-44 years,NSW,16 099,3732,75.6,2820,2820
Lyne,Female,45-49 years,NSW,16 099,4505,78.8,3548,3548
Lyne,Female,50-54 years,NSW,16 099,4750,82.5,3921,3921
Lyne,Female,55-59 years,NSW,16 099,5741,86.5,4964,4964
Lyne,Female,60-64 years,NSW,16 099,5867,89.5,5250,5250
Lyne,Female,65-69 years,NSW,16 099,6138,91.5,5615,5615
Lyne,Female,70-74 years,NSW,16 099,5389,92.5,4985,4985
Lyne,Female,75-79 years,NSW,16 099,3742,91.6,3429,3429
Lyne,Female,80-84 years,NSW,16 099,2602,88.9,2314,2314
Lyne,Female,85 years and over,NSW,16 099,2640,83.1,2193,2193
Lyne,Female,Total for Gender,NSW,16 099,58436,83.1,48551,48551
Lyne,Male,18-19 years,NSW,16 099,1380,71.1,981,981
Lyne,Male,20-24 years,NSW,16 099,3185,63.4,2018,2018
Lyne,Male,25-29 years,NSW,16 099,2831,63.9,1809,1809
Lyne,Male,30-34 years,NSW,16 099,2814,66.3,1866,1866
Lyne,Male,35-39 years,NSW,16 099,2988,65.9,1970,1970
Lyne,Male,40-44 years,NSW,16 099,3514,69.6,2445,2445
Lyne,Male,45-49 years,NSW,16 099,4162,72.3,3011,3011
Lyne,Male,50-54 years,NSW,16 099,4450,77.1,3431,3431
Lyne,Male,55-59 years,NSW,16 099,5258,81.8,4300,4300
Lyne,Male,60-64 years,NSW,16 099,5642,85.6,4830,4830
Lyne,Male,65-69 years,NSW,16 099,6038,89.9,5427,5427
Lyne,Male,70-74 years,NSW,16 099,5494,91.9,5049,5049
Lyne,Male,75-79 years,NSW,16 099,3636,91.5,3327,3327
Lyne,Male,80-84 years,NSW,16 099,2371,90.6,2147,2147
Lyne,Male,85 years and over,NSW,16 099,1871,85,1590,1590
Lyne,Male,Total for Gender,NSW,16 099,55634,79.4,44201,44201
Lyons,Female,18-19 years,Tas.,35 721,859,80.9,695,695
Lyons,Female,20-24 years,Tas.,35 721,2455,68.4,1678,1678
Lyons,Female,25-29 years,Tas.,35 721,2397,68.1,1632,1632
Lyons,Female,30-34 years,Tas.,35 721,2531,67.2,1701,1701
Lyons,Female,35-39 years,Tas.,35 721,2566,69.4,1781,1781
Lyons,Female,40-44 years,Tas.,35 721,2896,74.2,2149,2149
Lyons,Female,45-49 years,Tas.,35 721,3432,79,2712,2712
Lyons,Female,50-54 years,Tas.,35 721,3618,81.3,2940,2940
Lyons,Female,55-59 years,Tas.,35 721,4131,84.7,3499,3499
Lyons,Female,60-64 years,Tas.,35 721,3989,87.1,3476,3476
Lyons,Female,65-69 years,Tas.,35 721,3792,89.4,3390,3390
Lyons,Female,70-74 years,Tas.,35 721,2883,88.9,2562,2562
Lyons,Female,75-79 years,Tas.,35 721,1889,88.9,1679,1679
Lyons,Female,80-84 years,Tas.,35 721,1102,84.8,934,934
Lyons,Female,85 years and over,Tas.,35 721,996,79.7,794,794
Lyons,Female,Total for Gender,Tas.,35 721,39536,80,31622,31622
Lyons,Male,18-19 years,Tas.,35 721,786,69.7,548,548
Lyons,Male,20-24 years,Tas.,35 721,2446,63.3,1549,1549
Lyons,Male,25-29 years,Tas.,35 721,2299,61.9,1423,1423
Lyons,Male,30-34 years,Tas.,35 721,2309,60.2,1390,1390
Lyons,Male,35-39 years,Tas.,35 721,2424,62.2,1508,1508
Lyons,Male,40-44 years,Tas.,35 721,2738,66.4,1817,1817
Lyons,Male,45-49 years,Tas.,35 721,3263,72.5,2365,2365
Lyons,Male,50-54 years,Tas.,35 721,3458,76.3,2638,2638
Lyons,Male,55-59 years,Tas.,35 721,4099,79.6,3264,3264
Lyons,Male,60-64 years,Tas.,35 721,3973,85.3,3388,3388
Lyons,Male,65-69 years,Tas.,35 721,4003,87.2,3490,3490
Lyons,Male,70-74 years,Tas.,35 721,3130,89.6,2803,2803
Lyons,Male,75-79 years,Tas.,35 721,1897,87.9,1668,1668
Lyons,Male,80-84 years,Tas.,35 721,1104,88.9,981,981
Lyons,Male,85 years and over,Tas.,35 721,722,82.4,595,595
Lyons,Male,Total for Gender,Tas.,35 721,38651,76.1,29427,29427
Macarthur,Female,18-19 years,NSW,363,1755,75.2,1320,1320
Macarthur,Female,20-24 years,NSW,363,5455,71.5,3898,3898
Macarthur,Female,25-29 years,NSW,363,5542,70.8,3922,3922
Macarthur,Female,30-34 years,NSW,363,5814,69.8,4061,4061
Macarthur,Female,35-39 years,NSW,363,5293,69.7,3687,3687
Macarthur,Female,40-44 years,NSW,363,4858,74.2,3604,3604
Macarthur,Female,45-49 years,NSW,363,4614,77.6,3581,3581
Macarthur,Female,50-54 years,NSW,363,4603,79.9,3676,3676
Macarthur,Female,55-59 years,NSW,363,4748,82.9,3936,3936
Macarthur,Female,60-64 years,NSW,363,4252,85.5,3637,3637
Macarthur,Female,65-69 years,NSW,363,3611,87.3,3151,3151
Macarthur,Female,70-74 years,NSW,363,2455,88,2160,2160
Macarthur,Female,75-79 years,NSW,363,1505,86.6,1304,1304
Macarthur,Female,80-84 years,NSW,363,988,84.5,835,835
Macarthur,Female,85 years and over,NSW,363,842,78.9,664,664
Macarthur,Female,Total for Gender,NSW,363,56335,77.1,43436,43436
Macarthur,Male,18-19 years,NSW,363,1709,70.7,1209,1209
Macarthur,Male,20-24 years,NSW,363,5394,65.3,3522,3522
Macarthur,Male,25-29 years,NSW,363,5392,64.9,3501,3501
Macarthur,Male,30-34 years,NSW,363,5528,66.3,3667,3667
Macarthur,Male,35-39 years,NSW,363,5095,65.9,3360,3360
Macarthur,Male,40-44 years,NSW,363,4927,69.4,3418,3418
Macarthur,Male,45-49 years,NSW,363,4450,72.3,3216,3216
Macarthur,Male,50-54 years,NSW,363,4285,76,3256,3256
Macarthur,Male,55-59 years,NSW,363,4512,81.5,3676,3676
Macarthur,Male,60-64 years,NSW,363,3925,83.8,3289,3289
Macarthur,Male,65-69 years,NSW,363,3344,86.8,2903,2903
Macarthur,Male,70-74 years,NSW,363,2355,88.2,2077,2077
Macarthur,Male,75-79 years,NSW,363,1382,87.5,1209,1209
Macarthur,Male,80-84 years,NSW,363,799,87.4,698,698
Macarthur,Male,85 years and over,NSW,363,516,78.9,407,407
Macarthur,Male,Total for Gender,NSW,363,53613,73.5,39408,39408
Mackellar,Female,18-19 years,NSW,233,1544,87.4,1349,1349
Mackellar,Female,20-24 years,NSW,233,3758,83.4,3136,3136
Mackellar,Female,25-29 years,NSW,233,3218,82,2639,2639
Mackellar,Female,30-34 years,NSW,233,3612,80.6,2910,2910
Mackellar,Female,35-39 years,NSW,233,4286,82.2,3524,3524
Mackellar,Female,40-44 years,NSW,233,5173,82.6,4273,4273
Mackellar,Female,45-49 years,NSW,233,5552,84.9,4711,4711
Mackellar,Female,50-54 years,NSW,233,5009,85.9,4304,4304
Mackellar,Female,55-59 years,NSW,233,4869,88.5,4309,4309
Mackellar,Female,60-64 years,NSW,233,4305,89.9,3870,3870
Mackellar,Female,65-69 years,NSW,233,4019,91.6,3680,3680
Mackellar,Female,70-74 years,NSW,233,3823,91.8,3509,3509
Mackellar,Female,75-79 years,NSW,233,2614,91.7,2397,2397
Mackellar,Female,80-84 years,NSW,233,1955,89.1,1741,1741
Mackellar,Female,85 years and over,NSW,233,2539,81.1,2059,2059
Mackellar,Female,Total for Gender,NSW,233,56277,86,48411,48411
Mackellar,Male,18-19 years,NSW,233,1546,79.8,1234,1234
Mackellar,Male,20-24 years,NSW,233,4102,77.5,3179,3179
Mackellar,Male,25-29 years,NSW,233,3481,72.9,2539,2539
Mackellar,Male,30-34 years,NSW,233,3285,74.9,2461,2461
Mackellar,Male,35-39 years,NSW,233,4069,75.1,3054,3054
Mackellar,Male,40-44 years,NSW,233,4838,77.2,3736,3736
Mackellar,Male,45-49 years,NSW,233,5200,79.4,4131,4131
Mackellar,Male,50-54 years,NSW,233,4818,81.7,3937,3937
Mackellar,Male,55-59 years,NSW,233,4679,83.9,3925,3925
Mackellar,Male,60-64 years,NSW,233,3992,87.8,3506,3506
Mackellar,Male,65-69 years,NSW,233,3665,89.4,3276,3276
Mackellar,Male,70-74 years,NSW,233,3338,90.9,3035,3035
Mackellar,Male,75-79 years,NSW,233,2490,92.9,2312,2312
Mackellar,Male,80-84 years,NSW,233,1545,89.3,1380,1380
Mackellar,Male,85 years and over,NSW,233,1465,86.6,1268,1268
Mackellar,Male,Total for Gender,NSW,233,52513,81.8,42973,42973
Macquarie,Female,18-19 years,NSW,4 374,1579,82.5,1302,1302
Macquarie,Female,20-24 years,NSW,4 374,4098,80.4,3295,3295
Macquarie,Female,25-29 years,NSW,4 374,3829,77.6,2973,2973
Macquarie,Female,30-34 years,NSW,4 374,3811,79.7,3036,3036
Macquarie,Female,35-39 years,NSW,4 374,4025,79.8,3211,3211
Macquarie,Female,40-44 years,NSW,4 374,4547,81.9,3724,3724
Macquarie,Female,45-49 years,NSW,4 374,5186,83.4,4326,4326
Macquarie,Female,50-54 years,NSW,4 374,4757,86.2,4099,4099
Macquarie,Female,55-59 years,NSW,4 374,5137,88.1,4526,4526
Macquarie,Female,60-64 years,NSW,4 374,4604,90.1,4147,4147
Macquarie,Female,65-69 years,NSW,4 374,4310,91.5,3943,3943
Macquarie,Female,70-74 years,NSW,4 374,3449,91,3140,3140
Macquarie,Female,75-79 years,NSW,4 374,2136,91,1944,1944
Macquarie,Female,80-84 years,NSW,4 374,1448,88.4,1280,1280
Macquarie,Female,85 years and over,NSW,4 374,1484,81.5,1209,1209
Macquarie,Female,Total for Gender,NSW,4 374,54400,84.8,46155,46155
Macquarie,Male,18-19 years,NSW,4 374,1579,77.8,1229,1229
Macquarie,Male,20-24 years,NSW,4 374,4306,72,3100,3100
Macquarie,Male,25-29 years,NSW,4 374,3902,69.9,2726,2726
Macquarie,Male,30-34 years,NSW,4 374,3783,73.4,2775,2775
Macquarie,Male,35-39 years,NSW,4 374,3928,74.3,2920,2920
Macquarie,Male,40-44 years,NSW,4 374,4230,74.3,3141,3141
Macquarie,Male,45-49 years,NSW,4 374,4753,78.9,3749,3749
Macquarie,Male,50-54 years,NSW,4 374,4573,80.3,3673,3673
Macquarie,Male,55-59 years,NSW,4 374,4763,84.5,4026,4026
Macquarie,Male,60-64 years,NSW,4 374,4338,87.8,3808,3808
Macquarie,Male,65-69 years,NSW,4 374,3990,89.9,3587,3587
Macquarie,Male,70-74 years,NSW,4 374,3109,91,2829,2829
Macquarie,Male,75-79 years,NSW,4 374,1860,91.8,1708,1708
Macquarie,Male,80-84 years,NSW,4 374,1145,90.1,1032,1032
Macquarie,Male,85 years and over,NSW,4 374,844,85.9,725,725
Macquarie,Male,Total for Gender,NSW,4 374,51103,80.3,41028,41028
Makin,Female,18-19 years,SA,130,1384,81.8,1132,1132
Makin,Female,20-24 years,SA,130,4148,76,3153,3153
Makin,Female,25-29 years,SA,130,4110,75.7,3112,3112
Makin,Female,30-34 years,SA,130,4440,74.3,3299,3299
Makin,Female,35-39 years,SA,130,4314,75.8,3268,3268
Makin,Female,40-44 years,SA,130,4395,77.3,3396,3396
Makin,Female,45-49 years,SA,130,4754,79.8,3794,3794
Makin,Female,50-54 years,SA,130,4572,83.5,3819,3819
Makin,Female,55-59 years,SA,130,4598,85.4,3928,3928
Makin,Female,60-64 years,SA,130,4298,88.3,3794,3794
Makin,Female,65-69 years,SA,130,4176,90.4,3774,3774
Makin,Female,70-74 years,SA,130,3569,91.3,3259,3259
Makin,Female,75-79 years,SA,130,2429,89.1,2164,2164
Makin,Female,80-84 years,SA,130,1630,88.5,1442,1442
Makin,Female,85 years and over,SA,130,1602,78.8,1262,1262
Makin,Female,Total for Gender,SA,130,54419,81.9,44596,44596
Makin,Male,18-19 years,SA,130,1348,74.2,1e3,1000
Makin,Male,20-24 years,SA,130,4318,69.2,2986,2986
Makin,Male,25-29 years,SA,130,4173,67.4,2814,2814
Makin,Male,30-34 years,SA,130,4467,66.1,2954,2954
Makin,Male,35-39 years,SA,130,4507,69.1,3114,3114
Makin,Male,40-44 years,SA,130,4425,70.9,3137,3137
Makin,Male,45-49 years,SA,130,4670,74,3454,3454
Makin,Male,50-54 years,SA,130,4436,78,3459,3459
Makin,Male,55-59 years,SA,130,4205,81.7,3437,3437
Makin,Male,60-64 years,SA,130,3789,86.5,3277,3277
Makin,Male,65-69 years,SA,130,3699,89.4,3307,3307
Makin,Male,70-74 years,SA,130,3099,90.7,2810,2810
Makin,Male,75-79 years,SA,130,2160,90.4,1953,1953
Makin,Male,80-84 years,SA,130,1352,89.5,1210,1210
Makin,Male,85 years and over,SA,130,1134,83.1,942,942
Makin,Male,Total for Gender,SA,130,51782,77,39854,39854
Mallee,Female,18-19 years,Vic.,73 879,1292,78.2,1010,1010
Mallee,Female,20-24 years,Vic.,73 879,3541,72.4,2563,2563
Mallee,Female,25-29 years,Vic.,73 879,3523,69.9,2464,2464
Mallee,Female,30-34 years,Vic.,73 879,3206,70.8,2269,2269
Mallee,Female,35-39 years,Vic.,73 879,3190,72.9,2325,2325
Mallee,Female,40-44 years,Vic.,73 879,3547,77.5,2748,2748
Mallee,Female,45-49 years,Vic.,73 879,4163,79.2,3296,3296
Mallee,Female,50-54 years,Vic.,73 879,4284,81.8,3503,3503
Mallee,Female,55-59 years,Vic.,73 879,4788,85.1,4073,4073
Mallee,Female,60-64 years,Vic.,73 879,4487,87.4,3922,3922
Mallee,Female,65-69 years,Vic.,73 879,4113,89,3661,3661
Mallee,Female,70-74 years,Vic.,73 879,3354,89.7,3010,3010
Mallee,Female,75-79 years,Vic.,73 879,2835,88.9,2521,2521
Mallee,Female,80-84 years,Vic.,73 879,2129,86.6,1843,1843
Mallee,Female,85 years and over,Vic.,73 879,2485,78,1939,1939
Mallee,Female,Total for Gender,Vic.,73 879,50937,80.8,41147,41147
Mallee,Male,18-19 years,Vic.,73 879,1152,75.7,872,872
Mallee,Male,20-24 years,Vic.,73 879,3527,62.3,2198,2198
Mallee,Male,25-29 years,Vic.,73 879,3555,61.3,2180,2180
Mallee,Male,30-34 years,Vic.,73 879,3219,64.4,2073,2073
Mallee,Male,35-39 years,Vic.,73 879,3001,68.3,2050,2050
Mallee,Male,40-44 years,Vic.,73 879,3290,69.8,2296,2296
Mallee,Male,45-49 years,Vic.,73 879,3836,74,2837,2837
Mallee,Male,50-54 years,Vic.,73 879,4212,77.4,3262,3262
Mallee,Male,55-59 years,Vic.,73 879,4750,80.6,3830,3830
Mallee,Male,60-64 years,Vic.,73 879,4535,84.9,3852,3852
Mallee,Male,65-69 years,Vic.,73 879,4271,86.9,3711,3711
Mallee,Male,70-74 years,Vic.,73 879,3393,89.2,3028,3028
Mallee,Male,75-79 years,Vic.,73 879,2544,88.1,2241,2241
Mallee,Male,80-84 years,Vic.,73 879,1712,88.8,1520,1520
Mallee,Male,85 years and over,Vic.,73 879,1517,82.1,1246,1246
Mallee,Male,Total for Gender,Vic.,73 879,48514,76.7,37196,37196
Maranoa,Female,18-19 years,Qld,731 297,1213,74.8,907,907
Maranoa,Female,20-24 years,Qld,731 297,3545,66.7,2364,2364
Maranoa,Female,25-29 years,Qld,731 297,3567,67.8,2420,2420
Maranoa,Female,30-34 years,Qld,731 297,3708,71.4,2646,2646
Maranoa,Female,35-39 years,Qld,731 297,3700,71.1,2629,2629
Maranoa,Female,40-44 years,Qld,731 297,3991,74.6,2976,2976
Maranoa,Female,45-49 years,Qld,731 297,4518,79.4,3589,3589
Maranoa,Female,50-54 years,Qld,731 297,4571,82.2,3758,3758
Maranoa,Female,55-59 years,Qld,731 297,4812,85.7,4126,4126
Maranoa,Female,60-64 years,Qld,731 297,4575,87.7,4010,4010
Maranoa,Female,65-69 years,Qld,731 297,4305,89.3,3845,3845
Maranoa,Female,70-74 years,Qld,731 297,3489,91.1,3179,3179
Maranoa,Female,75-79 years,Qld,731 297,2529,90.2,2280,2280
Maranoa,Female,80-84 years,Qld,731 297,1679,87.3,1465,1465
Maranoa,Female,85 years and over,Qld,731 297,1694,81.5,1380,1380
Maranoa,Female,Total for Gender,Qld,731 297,51896,80.1,41574,41574
Maranoa,Male,18-19 years,Qld,731 297,1171,70.1,821,821
Maranoa,Male,20-24 years,Qld,731 297,3673,58.1,2135,2135
Maranoa,Male,25-29 years,Qld,731 297,3590,61,2191,2191
Maranoa,Male,30-34 years,Qld,731 297,3371,64.7,2181,2181
Maranoa,Male,35-39 years,Qld,731 297,3412,67.1,2291,2291
Maranoa,Male,40-44 years,Qld,731 297,3923,68.2,2677,2677
Maranoa,Male,45-49 years,Qld,731 297,4305,74.8,3222,3222
Maranoa,Male,50-54 years,Qld,731 297,4541,77.7,3530,3530
Maranoa,Male,55-59 years,Qld,731 297,4834,82.1,3970,3970
Maranoa,Male,60-64 years,Qld,731 297,4768,85,4054,4054
Maranoa,Male,65-69 years,Qld,731 297,4680,87,4071,4071
Maranoa,Male,70-74 years,Qld,731 297,3748,90.1,3376,3376
Maranoa,Male,75-79 years,Qld,731 297,2561,90.6,2319,2319
Maranoa,Male,80-84 years,Qld,731 297,1594,87,1387,1387
Maranoa,Male,85 years and over,Qld,731 297,1189,84.6,1006,1006
Maranoa,Male,Total for Gender,Qld,731 297,51360,76.4,39231,39231
Maribyrnong,Female,18-19 years,Vic.,73,1342,82.9,1113,1113
Maribyrnong,Female,20-24 years,Vic.,73,4713,80.5,3793,3793
Maribyrnong,Female,25-29 years,Vic.,73,4771,78.3,3735,3735
Maribyrnong,Female,30-34 years,Vic.,73,4733,77.3,3659,3659
Maribyrnong,Female,35-39 years,Vic.,73,4680,76.6,3585,3585
Maribyrnong,Female,40-44 years,Vic.,73,4891,76.7,3752,3752
Maribyrnong,Female,45-49 years,Vic.,73,5219,79.5,4151,4151
Maribyrnong,Female,50-54 years,Vic.,73,4812,82.4,3963,3963
Maribyrnong,Female,55-59 years,Vic.,73,4696,83.7,3932,3932
Maribyrnong,Female,60-64 years,Vic.,73,4268,86.1,3673,3673
Maribyrnong,Female,65-69 years,Vic.,73,3869,86.1,3331,3331
Maribyrnong,Female,70-74 years,Vic.,73,3106,86.6,2689,2689
Maribyrnong,Female,75-79 years,Vic.,73,2572,85.6,2201,2201
Maribyrnong,Female,80-84 years,Vic.,73,1941,82.4,1600,1600
Maribyrnong,Female,85 years and over,Vic.,73,2184,74.4,1624,1624
Maribyrnong,Female,Total for Gender,Vic.,73,57797,81,46801,46801
Maribyrnong,Male,18-19 years,Vic.,73,1211,79.7,965,965
Maribyrnong,Male,20-24 years,Vic.,73,4563,72.7,3316,3316
Maribyrnong,Male,25-29 years,Vic.,73,4788,71.2,3411,3411
Maribyrnong,Male,30-34 years,Vic.,73,4933,70.2,3465,3465
Maribyrnong,Male,35-39 years,Vic.,73,4702,70.3,3305,3305
Maribyrnong,Male,40-44 years,Vic.,73,4618,72.9,3367,3367
Maribyrnong,Male,45-49 years,Vic.,73,5093,74.2,3779,3779
Maribyrnong,Male,50-54 years,Vic.,73,4638,77.3,3587,3587
Maribyrnong,Male,55-59 years,Vic.,73,4529,79.6,3607,3607
Maribyrnong,Male,60-64 years,Vic.,73,3980,83.2,3311,3311
Maribyrnong,Male,65-69 years,Vic.,73,3403,85,2894,2894
Maribyrnong,Male,70-74 years,Vic.,73,2781,86.6,2409,2409
Maribyrnong,Male,75-79 years,Vic.,73,2105,87,1831,1831
Maribyrnong,Male,80-84 years,Vic.,73,1611,85.2,1373,1373
Maribyrnong,Male,85 years and over,Vic.,73,1408,77.8,1095,1095
Maribyrnong,Male,Total for Gender,Vic.,73,54363,76.7,41715,41715
Mayo,Female,18-19 years,SA,9 315,1282,86.7,1112,1112
Mayo,Female,20-24 years,SA,9 315,3112,80.8,2514,2514
Mayo,Female,25-29 years,SA,9 315,2759,79.2,2184,2184
Mayo,Female,30-34 years,SA,9 315,3085,79.4,2451,2451
Mayo,Female,35-39 years,SA,9 315,3420,80,2735,2735
Mayo,Female,40-44 years,SA,9 315,4158,81.4,3386,3386
Mayo,Female,45-49 years,SA,9 315,4857,83.1,4037,4037
Mayo,Female,50-54 years,SA,9 315,4649,85.1,3954,3954
Mayo,Female,55-59 years,SA,9 315,5244,87.3,4579,4579
Mayo,Female,60-64 years,SA,9 315,5290,90.2,4774,4774
Mayo,Female,65-69 years,SA,9 315,5376,91.6,4926,4926
Mayo,Female,70-74 years,SA,9 315,4392,91.6,4025,4025
Mayo,Female,75-79 years,SA,9 315,2769,91.3,2529,2529
Mayo,Female,80-84 years,SA,9 315,1793,87.7,1573,1573
Mayo,Female,85 years and over,SA,9 315,1987,79,1569,1569
Mayo,Female,Total for Gender,SA,9 315,54173,85.6,46348,46348
Mayo,Male,18-19 years,SA,9 315,1113,79.3,883,883
Mayo,Male,20-24 years,SA,9 315,3231,73.5,2375,2375
Mayo,Male,25-29 years,SA,9 315,2828,72.9,2063,2063
Mayo,Male,30-34 years,SA,9 315,2827,73.5,2078,2078
Mayo,Male,35-39 years,SA,9 315,3149,73.9,2328,2328
Mayo,Male,40-44 years,SA,9 315,3665,73.7,2700,2700
Mayo,Male,45-49 years,SA,9 315,4575,76.9,3516,3516
Mayo,Male,50-54 years,SA,9 315,4453,78.9,3512,3512
Mayo,Male,55-59 years,SA,9 315,4940,84,4149,4149
Mayo,Male,60-64 years,SA,9 315,4897,86.9,4256,4256
Mayo,Male,65-69 years,SA,9 315,5051,90.4,4567,4567
Mayo,Male,70-74 years,SA,9 315,4345,91.9,3991,3991
Mayo,Male,75-79 years,SA,9 315,2688,91.2,2452,2452
Mayo,Male,80-84 years,SA,9 315,1702,90.3,1537,1537
Mayo,Male,85 years and over,SA,9 315,1393,84.9,1182,1182
Mayo,Male,Total for Gender,SA,9 315,50857,81.8,41589,41589
McEwen,Female,18-19 years,Vic.,4 592,2088,85.2,1779,1779
McEwen,Female,20-24 years,Vic.,4 592,5961,79,4710,4710
McEwen,Female,25-29 years,Vic.,4 592,6427,77.3,4965,4965
McEwen,Female,30-34 years,Vic.,4 592,7384,78.1,5765,5765
McEwen,Female,35-39 years,Vic.,4 592,7200,79.4,5717,5717
McEwen,Female,40-44 years,Vic.,4 592,6946,81.3,5645,5645
McEwen,Female,45-49 years,Vic.,4 592,7063,82.9,5856,5856
McEwen,Female,50-54 years,Vic.,4 592,6183,85.1,5261,5261
McEwen,Female,55-59 years,Vic.,4 592,5716,87.2,4984,4984
McEwen,Female,60-64 years,Vic.,4 592,4919,88.4,4346,4346
McEwen,Female,65-69 years,Vic.,4 592,4151,90.1,3738,3738
McEwen,Female,70-74 years,Vic.,4 592,3026,90.4,2735,2735
McEwen,Female,75-79 years,Vic.,4 592,1769,88.8,1570,1570
McEwen,Female,80-84 years,Vic.,4 592,1124,85.7,963,963
McEwen,Female,85 years and over,Vic.,4 592,1125,80.5,906,906
McEwen,Female,Total for Gender,Vic.,4 592,71082,82.9,58940,58940
McEwen,Male,18-19 years,Vic.,4 592,1889,78.6,1485,1485
McEwen,Male,20-24 years,Vic.,4 592,5677,73.2,4153,4153
McEwen,Male,25-29 years,Vic.,4 592,6235,71,4426,4426
McEwen,Male,30-34 years,Vic.,4 592,6921,71.9,4979,4979
McEwen,Male,35-39 years,Vic.,4 592,7125,72.8,5190,5190
